CVE ID,Link to CVE,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Authentication,Gained Access,Vulnerability Type(s)
CVE-2015-8565,https://www.cvedetails.com/cve/CVE-2015-8565/,7.5,Partial,Partial,Partial,Not required,None,Directory traversal
CVE-2015-8564,https://www.cvedetails.com/cve/CVE-2015-8564/,7.5,Partial,Partial,Partial,Not required,None,Directory traversal
CVE-2015-8563,https://www.cvedetails.com/cve/CVE-2015-8563/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2015-8562,https://www.cvedetails.com/cve/CVE-2015-8562/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2015-8561,https://www.cvedetails.com/cve/CVE-2015-8561/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8561,https://www.cvedetails.com/cve/CVE-2015-8561/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2015-8561,https://www.cvedetails.com/cve/CVE-2015-8561/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8561,https://www.cvedetails.com/cve/CVE-2015-8561/,6.8,Partial,Partial,Partial,Not required,None,Memory corruption
CVE-2015-8548,https://www.cvedetails.com/cve/CVE-2015-8548/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8543,https://www.cvedetails.com/cve/CVE-2015-8543/,6.9,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8543,https://www.cvedetails.com/cve/CVE-2015-8543/,6.9,Complete,Complete,Complete,Not required,None,Gain privileges
CVE-2015-8507,https://www.cvedetails.com/cve/CVE-2015-8507/,9.3,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8507,https://www.cvedetails.com/cve/CVE-2015-8507/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8507,https://www.cvedetails.com/cve/CVE-2015-8507/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8507,https://www.cvedetails.com/cve/CVE-2015-8507/,9.3,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8506,https://www.cvedetails.com/cve/CVE-2015-8506/,9.3,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8506,https://www.cvedetails.com/cve/CVE-2015-8506/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8506,https://www.cvedetails.com/cve/CVE-2015-8506/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8506,https://www.cvedetails.com/cve/CVE-2015-8506/,9.3,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8505,https://www.cvedetails.com/cve/CVE-2015-8505/,9.3,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8505,https://www.cvedetails.com/cve/CVE-2015-8505/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8505,https://www.cvedetails.com/cve/CVE-2015-8505/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8505,https://www.cvedetails.com/cve/CVE-2015-8505/,9.3,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8480,https://www.cvedetails.com/cve/CVE-2015-8480/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8480,https://www.cvedetails.com/cve/CVE-2015-8480/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8479,https://www.cvedetails.com/cve/CVE-2015-8479/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8479,https://www.cvedetails.com/cve/CVE-2015-8479/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8479,https://www.cvedetails.com/cve/CVE-2015-8479/,7.5,Partial,Partial,Partial,Not required,None,Memory corruption
CVE-2015-8478,https://www.cvedetails.com/cve/CVE-2015-8478/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8476,https://www.cvedetails.com/cve/CVE-2015-8476/,5.0,None,Partial,None,Not required,None,-
CVE-2015-8467,https://www.cvedetails.com/cve/CVE-2015-8467/,6.0,Partial,Partial,Partial,???,None,Bypass a restriction or similar
CVE-2015-8461,https://www.cvedetails.com/cve/CVE-2015-8461/,7.1,None,None,Complete,Not required,None,Denial Of Service
CVE-2015-8460,https://www.cvedetails.com/cve/CVE-2015-8460/,9.3,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8460,https://www.cvedetails.com/cve/CVE-2015-8460/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8460,https://www.cvedetails.com/cve/CVE-2015-8460/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8460,https://www.cvedetails.com/cve/CVE-2015-8460/,9.3,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8459,https://www.cvedetails.com/cve/CVE-2015-8459/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8459,https://www.cvedetails.com/cve/CVE-2015-8459/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8459,https://www.cvedetails.com/cve/CVE-2015-8459/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8459,https://www.cvedetails.com/cve/CVE-2015-8459/,10.0,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8458,https://www.cvedetails.com/cve/CVE-2015-8458/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2015-8458,https://www.cvedetails.com/cve/CVE-2015-8458/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8457,https://www.cvedetails.com/cve/CVE-2015-8457/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8457,https://www.cvedetails.com/cve/CVE-2015-8457/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8456,https://www.cvedetails.com/cve/CVE-2015-8456/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8455,https://www.cvedetails.com/cve/CVE-2015-8455/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8455,https://www.cvedetails.com/cve/CVE-2015-8455/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8455,https://www.cvedetails.com/cve/CVE-2015-8455/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8455,https://www.cvedetails.com/cve/CVE-2015-8455/,10.0,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8454,https://www.cvedetails.com/cve/CVE-2015-8454/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8453,https://www.cvedetails.com/cve/CVE-2015-8453/,4.3,Partial,None,None,Not required,None,Bypass a restriction or similar
CVE-2015-8453,https://www.cvedetails.com/cve/CVE-2015-8453/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2015-8452,https://www.cvedetails.com/cve/CVE-2015-8452/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8451,https://www.cvedetails.com/cve/CVE-2015-8451/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8451,https://www.cvedetails.com/cve/CVE-2015-8451/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8451,https://www.cvedetails.com/cve/CVE-2015-8451/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8451,https://www.cvedetails.com/cve/CVE-2015-8451/,10.0,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8450,https://www.cvedetails.com/cve/CVE-2015-8450/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8449,https://www.cvedetails.com/cve/CVE-2015-8449/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8448,https://www.cvedetails.com/cve/CVE-2015-8448/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8447,https://www.cvedetails.com/cve/CVE-2015-8447/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8446,https://www.cvedetails.com/cve/CVE-2015-8446/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8446,https://www.cvedetails.com/cve/CVE-2015-8446/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8445,https://www.cvedetails.com/cve/CVE-2015-8445/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8445,https://www.cvedetails.com/cve/CVE-2015-8445/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8444,https://www.cvedetails.com/cve/CVE-2015-8444/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8444,https://www.cvedetails.com/cve/CVE-2015-8444/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8444,https://www.cvedetails.com/cve/CVE-2015-8444/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8444,https://www.cvedetails.com/cve/CVE-2015-8444/,10.0,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8443,https://www.cvedetails.com/cve/CVE-2015-8443/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8443,https://www.cvedetails.com/cve/CVE-2015-8443/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8443,https://www.cvedetails.com/cve/CVE-2015-8443/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8443,https://www.cvedetails.com/cve/CVE-2015-8443/,10.0,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8442,https://www.cvedetails.com/cve/CVE-2015-8442/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8441,https://www.cvedetails.com/cve/CVE-2015-8441/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8440,https://www.cvedetails.com/cve/CVE-2015-8440/,10.0,Complete,Complete,Complete,Not required,None,Bypass a restriction or similar
CVE-2015-8439,https://www.cvedetails.com/cve/CVE-2015-8439/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8438,https://www.cvedetails.com/cve/CVE-2015-8438/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8438,https://www.cvedetails.com/cve/CVE-2015-8438/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8437,https://www.cvedetails.com/cve/CVE-2015-8437/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8436,https://www.cvedetails.com/cve/CVE-2015-8436/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8435,https://www.cvedetails.com/cve/CVE-2015-8435/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8434,https://www.cvedetails.com/cve/CVE-2015-8434/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8433,https://www.cvedetails.com/cve/CVE-2015-8433/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8432,https://www.cvedetails.com/cve/CVE-2015-8432/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8431,https://www.cvedetails.com/cve/CVE-2015-8431/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8430,https://www.cvedetails.com/cve/CVE-2015-8430/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8429,https://www.cvedetails.com/cve/CVE-2015-8429/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8428,https://www.cvedetails.com/cve/CVE-2015-8428/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8427,https://www.cvedetails.com/cve/CVE-2015-8427/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8426,https://www.cvedetails.com/cve/CVE-2015-8426/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8425,https://www.cvedetails.com/cve/CVE-2015-8425/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8424,https://www.cvedetails.com/cve/CVE-2015-8424/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8423,https://www.cvedetails.com/cve/CVE-2015-8423/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8422,https://www.cvedetails.com/cve/CVE-2015-8422/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8421,https://www.cvedetails.com/cve/CVE-2015-8421/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8420,https://www.cvedetails.com/cve/CVE-2015-8420/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8419,https://www.cvedetails.com/cve/CVE-2015-8419/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8419,https://www.cvedetails.com/cve/CVE-2015-8419/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8419,https://www.cvedetails.com/cve/CVE-2015-8419/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8419,https://www.cvedetails.com/cve/CVE-2015-8419/,10.0,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8418,https://www.cvedetails.com/cve/CVE-2015-8418/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8418,https://www.cvedetails.com/cve/CVE-2015-8418/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8418,https://www.cvedetails.com/cve/CVE-2015-8418/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8418,https://www.cvedetails.com/cve/CVE-2015-8418/,10.0,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8417,https://www.cvedetails.com/cve/CVE-2015-8417/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8417,https://www.cvedetails.com/cve/CVE-2015-8417/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8417,https://www.cvedetails.com/cve/CVE-2015-8417/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8417,https://www.cvedetails.com/cve/CVE-2015-8417/,10.0,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8416,https://www.cvedetails.com/cve/CVE-2015-8416/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8416,https://www.cvedetails.com/cve/CVE-2015-8416/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8416,https://www.cvedetails.com/cve/CVE-2015-8416/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8416,https://www.cvedetails.com/cve/CVE-2015-8416/,10.0,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8415,https://www.cvedetails.com/cve/CVE-2015-8415/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8415,https://www.cvedetails.com/cve/CVE-2015-8415/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8414,https://www.cvedetails.com/cve/CVE-2015-8414/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8413,https://www.cvedetails.com/cve/CVE-2015-8413/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8412,https://www.cvedetails.com/cve/CVE-2015-8412/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8411,https://www.cvedetails.com/cve/CVE-2015-8411/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8410,https://www.cvedetails.com/cve/CVE-2015-8410/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8409,https://www.cvedetails.com/cve/CVE-2015-8409/,10.0,Complete,Complete,Complete,Not required,None,Bypass a restriction or similar
CVE-2015-8408,https://www.cvedetails.com/cve/CVE-2015-8408/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2015-8408,https://www.cvedetails.com/cve/CVE-2015-8408/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8408,https://www.cvedetails.com/cve/CVE-2015-8408/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8408,https://www.cvedetails.com/cve/CVE-2015-8408/,10.0,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2015-8407,https://www.cvedetails.com/cve/CVE-2015-8407/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8407,https://www.cvedetails.com/cve/CVE-2015-8407/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2015-8406,https://www.cvedetails.com/cve/CVE-2015-8406/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8405,https://www.cvedetails.com/cve/CVE-2015-8405/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8404,https://www.cvedetails.com/cve/CVE-2015-8404/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8403,https://www.cvedetails.com/cve/CVE-2015-8403/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8402,https://www.cvedetails.com/cve/CVE-2015-8402/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8401,https://www.cvedetails.com/cve/CVE-2015-8401/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2015-8395,https://www.cvedetails.com/cve/CVE-2015-8395/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8395,https://www.cvedetails.com/cve/CVE-2015-8395/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8394,https://www.cvedetails.com/cve/CVE-2015-8394/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8394,https://www.cvedetails.com/cve/CVE-2015-8394/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8393,https://www.cvedetails.com/cve/CVE-2015-8393/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2015-8392,https://www.cvedetails.com/cve/CVE-2015-8392/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8392,https://www.cvedetails.com/cve/CVE-2015-8392/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8391,https://www.cvedetails.com/cve/CVE-2015-8391/,9.0,Partial,Partial,Complete,Not required,None,Denial Of Service
CVE-2015-8391,https://www.cvedetails.com/cve/CVE-2015-8391/,9.0,Partial,Partial,Complete,Not required,None,Overflow
CVE-2015-8390,https://www.cvedetails.com/cve/CVE-2015-8390/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8389,https://www.cvedetails.com/cve/CVE-2015-8389/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8389,https://www.cvedetails.com/cve/CVE-2015-8389/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8388,https://www.cvedetails.com/cve/CVE-2015-8388/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8388,https://www.cvedetails.com/cve/CVE-2015-8388/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8387,https://www.cvedetails.com/cve/CVE-2015-8387/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8387,https://www.cvedetails.com/cve/CVE-2015-8387/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8386,https://www.cvedetails.com/cve/CVE-2015-8386/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8386,https://www.cvedetails.com/cve/CVE-2015-8386/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8385,https://www.cvedetails.com/cve/CVE-2015-8385/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8385,https://www.cvedetails.com/cve/CVE-2015-8385/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8384,https://www.cvedetails.com/cve/CVE-2015-8384/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8384,https://www.cvedetails.com/cve/CVE-2015-8384/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8383,https://www.cvedetails.com/cve/CVE-2015-8383/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8383,https://www.cvedetails.com/cve/CVE-2015-8383/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8382,https://www.cvedetails.com/cve/CVE-2015-8382/,6.4,Partial,None,Partial,Not required,None,Denial Of Service
CVE-2015-8382,https://www.cvedetails.com/cve/CVE-2015-8382/,6.4,Partial,None,Partial,Not required,None,Overflow
CVE-2015-8382,https://www.cvedetails.com/cve/CVE-2015-8382/,6.4,Partial,None,Partial,Not required,None,Obtain Information
CVE-2015-8381,https://www.cvedetails.com/cve/CVE-2015-8381/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8381,https://www.cvedetails.com/cve/CVE-2015-8381/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2015-8380,https://www.cvedetails.com/cve/CVE-2015-8380/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2015-8380,https://www.cvedetails.com/cve/CVE-2015-8380/,7.5,Partial,Partial,Partial,Not required,None,Overflow
